controller,gait,speed,period,step_width,command_df,achieved_df_median,achieved_df_q025,achieved_df_q975,compliance_rate,trials
high_duty_walk_seed4,walk,0.25,0.48,0.4,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.25,0.48,0.4,0.85,0.8541666666666667,0.8541666666666667,0.8541666666666667,0.0,32
high_duty_walk_seed4,walk,0.25,0.48,0.4,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.25,0.48,0.5,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.25,0.48,0.5,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.25,0.48,0.5,0.85,0.8541666666666667,0.8541666666666667,0.8541666666666667,0.0,32
high_duty_walk_seed4,walk,0.25,0.48,0.5,0.9,0.8854166666666666,0.8854166666666666,0.8854166666666666,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.1,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.1,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.1,0.85,0.8437500000000001,0.8437500000000001,0.8521484375000001,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.1,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.2,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.2,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.2,0.85,0.8437500000000001,0.8437500000000001,0.8437500000000001,0.03125,32
high_duty_walk_seed4,walk,0.3,0.48,0.2,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.3,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.3,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.3,0.85,0.8463541666666667,0.8437500000000001,0.8541666666666667,0.9375,32
high_duty_walk_seed4,walk,0.3,0.48,0.3,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.4,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.4,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.4,0.85,0.8437500000000001,0.8437500000000001,0.8437500000000001,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.4,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.5,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.5,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.5,0.85,0.8463541666666667,0.8437500000000001,0.8541666666666667,0.0,32
high_duty_walk_seed4,walk,0.3,0.48,0.5,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.1,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.1,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.1,0.85,0.8437500000000001,0.8437500000000001,0.8463541666666667,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.1,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.2,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.2,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.2,0.85,0.8437500000000001,0.8437500000000001,0.8437500000000001,1.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.2,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.3,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.3,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.3,0.85,0.8437500000000001,0.8437500000000001,0.8489583333333334,0.96875,32
high_duty_walk_seed4,walk,0.35,0.48,0.3,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.4,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.4,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.4,0.85,0.8437500000000001,0.8437500000000001,0.8437500000000001,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.4,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.5,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.5,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.5,0.85,0.8437500000000001,0.8437500000000001,0.8437500000000001,0.0,32
high_duty_walk_seed4,walk,0.35,0.48,0.5,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.1,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.1,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.1,0.85,0.8437500000000001,0.8437500000000001,0.8437500000000001,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.1,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.2,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.2,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.2,0.85,0.8437500000000001,0.8437500000000001,0.8437500000000001,0.8125,32
high_duty_walk_seed4,walk,0.4,0.48,0.2,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.3,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.3,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.3,0.85,0.8437500000000001,0.8437500000000001,0.8541666666666667,0.25,32
high_duty_walk_seed4,walk,0.4,0.48,0.3,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.4,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.4,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.4,0.85,0.8437500000000001,0.8437500000000001,0.8437500000000001,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.4,0.9,0.875,0.875,0.875,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.5,0.75,0.7604166666666666,0.7604166666666666,0.7604166666666666,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.5,0.8,0.8229166666666667,0.8229166666666667,0.8229166666666667,1.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.5,0.85,0.8437500000000001,0.8437500000000001,0.8437500000000001,0.0,32
high_duty_walk_seed4,walk,0.4,0.48,0.5,0.9,0.875,0.875,0.875,0.0,32
